"";"chick_id";"clutch";"poids";"tarsed";"date_mesure";"age_plume";"docilite";"date_eclo"
"chick298";"chick298";"MUR55";10,5;16,4;2023-05-08;15;1;2023-04-23
"chick299";"chick299";"MUR55";9,8;16,8;2023-05-08;14,5;1;2023-04-23
"chick300";"chick300";"MUR55";10,8;17,1;2023-05-08;15;0;2023-04-23
"chick301";"chick301";"MUR55";9,7;16;2023-05-08;15;0;2023-04-23
"chick302";"chick302";"MUR55";9,8;16,1;2023-05-08;15;0;2023-04-23
"chick303";"chick303";"MUR55";10,4;16;2023-05-08;15;0;2023-04-23
"chick304";"chick304";"MUR56";10,3;16,3;2023-05-25;16;0;2023-05-10
"chick305";"chick305";"MUR56";10,7;16,1;2023-05-25;15;1;2023-05-10
"chick306";"chick306";"MUR56";10,4;17,2;2023-05-25;15;0;2023-05-10
"chick307";"chick307";"MUR56";10,2;16,4;2023-05-25;16;2;2023-05-10
"chick308";"chick308";"MUR56";10,4;16,7;2023-05-25;15,5;0;2023-05-10
"chick309";"chick309";"MUR56";10,4;16,6;2023-05-25;15,5;2;2023-05-10
"chick310";"chick310";"MUR57";10,7;16;2023-05-13;15,5;4;2023-04-27
"chick311";"chick311";"MUR57";10,6;16,3;2023-05-13;15,5;3;2023-04-27
"chick312";"chick312";"MUR57";10,9;15,9;2023-05-13;15,5;4;2023-04-27
"chick313";"chick313";"MUR57";10,6;16;2023-05-13;15,5;4;2023-04-27
"chick314";"chick314";"MUR57";11,1;16,5;2023-05-13;15,5;2;2023-04-27
"chick315";"chick315";"MUR57";11,9;16,3;2023-05-13;15,5;5;2023-04-27
"chick316";"chick316";"MUR57";NA;16,4;2023-05-13;16;5;2023-04-27
"chick317";"chick317";"MUR58";9,7;16,3;2023-05-07;15,5;2;2023-04-22
"chick318";"chick318";"MUR58";9,9;16,7;2023-05-07;15;0;2023-04-22
"chick319";"chick319";"MUR58";10;16,4;2023-05-07;15,5;2;2023-04-22
"chick320";"chick320";"MUR58";10,8;16,6;2023-05-07;15,5;1;2023-04-22
"chick321";"chick321";"MUR58";10,2;17;2023-05-07;15,5;1;2023-04-22
"chick322";"chick322";"MUR58";9,8;16,5;2023-05-07;15,5;2;2023-04-22
"chick323";"chick323";"MUR58";10,3;17,2;2023-05-07;15,5;2;2023-04-22
"chick324";"chick324";"MUR58";9,9;16,5;2023-05-07;15,5;0;2023-04-22
"chick325";"chick325";"MUR58";10,2;16,7;2023-05-07;16;1;2023-04-22
"chick326";"chick326";"MUR58";10,4;16,3;2023-05-07;15;0;2023-04-22
"chick327";"chick327";"MUR58";10,9;16,9;2023-05-07;15,5;1;2023-04-22
"chick328";"chick328";"MUR59";10,7;17,1;2023-05-07;16;0;2023-04-22
"chick329";"chick329";"MUR59";10,4;16,1;2023-05-07;15;0;2023-04-22
"chick330";"chick330";"MUR59";10,7;16,3;2023-05-07;15,5;1;2023-04-22
"chick331";"chick331";"MUR59";10,8;16,3;2023-05-07;16;0;2023-04-22
"chick332";"chick332";"MUR59";10,4;16,3;2023-05-07;15,5;0;2023-04-22
"chick333";"chick333";"MUR59";10,4;16,5;2023-05-07;16;1;2023-04-22
"chick334";"chick334";"MUR59";10,6;16,1;2023-05-07;16;0;2023-04-22
"chick335";"chick335";"MUR59";10,7;16;2023-05-07;15;0;2023-04-22
"chick336";"chick336";"MUR59";10,6;16,4;2023-05-07;16;0;2023-04-22
"chick337";"chick337";"MUR72";12,1;16,5;2023-05-09;15;2;2023-04-24
"chick338";"chick338";"MUR72";11,5;16,6;2023-05-09;15;0;2023-04-24
"chick339";"chick339";"MUR72";10,6;16,1;2023-05-09;15,5;1;2023-04-24
"chick340";"chick340";"MUR72";11;15,5;2023-05-09;15,5;1;2023-04-24
"chick341";"chick341";"MUR77";10,8;15,8;2023-05-11;15,5;1;2023-04-26
"chick342";"chick342";"MUR77";10,6;15,9;2023-05-11;16;4;2023-04-26
"chick343";"chick343";"MUR77";10;16,1;2023-05-11;15,5;0;2023-04-26
"chick344";"chick344";"MUR77";10,9;16,2;2023-05-11;15,5;3;2023-04-26
"chick345";"chick345";"MUR77";10,3;15,8;2023-05-11;15,5;2;2023-04-26
"chick346";"chick346";"MUR77";10,1;16,1;2023-05-11;15,5;0;2023-04-26
"chick347";"chick347";"MUR77";10,2;15,8;2023-05-11;15,5;2;2023-04-26
"chick348";"chick348";"MUR77";10,3;15,7;2023-05-11;15,5;0;2023-04-26
"chick349";"chick349";"MUR85";10,8;15,9;2023-05-10;15,5;3;2023-04-25
"chick350";"chick350";"MUR85";10,5;15,6;2023-05-10;15,5;2;2023-04-25
"chick351";"chick351";"MUR85";11,2;16,3;2023-05-10;14;1;2023-04-25
"chick352";"chick352";"MUR85";10,9;15,8;2023-05-10;15;3;2023-04-25
"chick353";"chick353";"MUR85";11;16,2;2023-05-10;15;7;2023-04-25
"chick354";"chick354";"MUR85";9,7;15,9;2023-05-10;15;4;2023-04-25
"chick355";"chick355";"MUR85";10,7;16,4;2023-05-10;15;2;2023-04-25
"chick356";"chick356";"MUR85";10,1;16,2;2023-05-10;15;5;2023-04-25
"chick357";"chick357";"MUR85";9,5;15,7;2023-05-10;16;4;2023-04-25
"chick358";"chick358";"MUR85";10,3;16,1;2023-05-10;15,5;3;2023-04-25
"chick359";"chick359";"MUR85";10,8;15,7;2023-05-10;15,5;3;2023-04-25
"chick360";"chick360";"MUR86";9,8;16,5;2023-04-29;15;0;2023-04-14
"chick361";"chick361";"MUR86";10,1;16,8;2023-04-29;15;1;2023-04-14
"chick362";"chick362";"MUR86";9,6;16,5;2023-04-29;15;0;2023-04-14
"chick363";"chick363";"MUR86";10,3;16,3;2023-04-29;15;2;2023-04-14
"chick364";"chick364";"MUR86";9,8;15,8;2023-04-29;15;1;2023-04-14
"chick365";"chick365";"MUR86";9,7;16,2;2023-04-29;15;2;2023-04-14
"chick366";"chick366";"MUR86";9,2;16,6;2023-04-29;15,5;2;2023-04-14
"chick367";"chick367";"MUR86";10,2;16,5;2023-04-29;15;0;2023-04-14
"chick368";"chick368";"MUR86";9,9;16,4;2023-04-29;15;0;2023-04-14
"chick369";"chick369";"MUR87";10,1;15,6;2023-05-07;15,5;3;2023-04-22
"chick370";"chick370";"MUR87";10,7;16,3;2023-05-07;15,5;2;2023-04-22
"chick371";"chick371";"MUR87";10,8;16,3;2023-05-07;15,5;1;2023-04-22
"chick372";"chick372";"MUR87";10,4;16,6;2023-05-07;15,5;3;2023-04-22
"chick373";"chick373";"MUR87";9,9;16,5;2023-05-07;15,5;2;2023-04-22
"chick374";"chick374";"MUR87";10;16;2023-05-07;15;2;2023-04-22
"chick375";"chick375";"MUR87";9,2;16;2023-05-07;15,5;2;2023-04-22
"chick376";"chick376";"MUR87";9,9;16,1;2023-05-07;15;2;2023-04-22
"chick377";"chick377";"MUR87";10;15,9;2023-05-07;15,5;4;2023-04-22
"chick378";"chick378";"MUR87";10,2;16,2;2023-05-07;15;3;2023-04-22
"chick379";"chick379";"MUR88";10,3;16,4;2023-05-07;15,5;2;2023-04-22
"chick380";"chick380";"MUR88";9,6;16;2023-05-07;15;3;2023-04-22
"chick381";"chick381";"MUR88";10,5;16,4;2023-05-07;15;2;2023-04-22
"chick382";"chick382";"MUR88";9,5;15,3;2023-05-07;15,5;2;2023-04-22
"chick383";"chick383";"MUR88";10,4;15,8;2023-05-07;15;3;2023-04-22
"chick384";"chick384";"MUR88bis-1";9,8;16,2;2023-05-03;15;0;2023-04-18
"chick385";"chick385";"MUR88bis-1";9,7;15,9;2023-05-03;15;0;2023-04-18
"chick386";"chick386";"MUR88bis-1";9,8;16,4;2023-05-03;15,5;1;2023-04-18
"chick387";"chick387";"MUR88bis-1";9,6;16,5;2023-05-03;15,5;4;2023-04-18
"chick388";"chick388";"MUR88bis-1";10,2;16,5;2023-05-03;15,5;0;2023-04-18
"chick389";"chick389";"MUR88bis-1";9,5;16,1;2023-05-03;15;0;2023-04-18
"chick390";"chick390";"MUR88bis-1";10,6;16,2;2023-05-03;15,5;4;2023-04-18
"chick391";"chick391";"MUR88bis-1";10,5;16,4;2023-05-03;15;1;2023-04-18
"chick392";"chick392";"MUR88bis-1";10,3;16,1;2023-05-03;15;2;2023-04-18
"chick393";"chick393";"MUR88bis-2";8,6;15;2023-06-17;14,5;0;2023-06-04
"chick394";"chick394";"MUR88bis-2";9,8;15,5;2023-06-17;14,5;4;2023-06-04
"chick395";"chick395";"MUR88bis-2";9,9;16,5;2023-06-17;14,5;0;2023-06-04
"chick396";"chick396";"MUR88bis-2";10,3;16,6;2023-06-17;14,5;0;2023-06-04
"chick397";"chick397";"MUR88bis-2";9,3;15;2023-06-17;13,5;2;2023-06-04
"chick398";"chick398";"MUR89";10,8;16,4;2023-05-18;15,5;2;2023-05-03
"chick399";"chick399";"MUR89";11,2;16,8;2023-05-18;15,5;3;2023-05-03
"chick400";"chick400";"MUR89";10,8;16,9;2023-05-18;15;0;2023-05-03
"chick401";"chick401";"MUR89";11,2;16,1;2023-05-18;15;2;2023-05-03
"chick402";"chick402";"MUR89";11,1;16,6;2023-05-18;15,5;1;2023-05-03
"chick403";"chick403";"MUR89";10,7;16;2023-05-18;15,5;2;2023-05-03
"chick404";"chick404";"MUR89";10,5;16;2023-05-18;15;2;2023-05-03
"chick405";"chick405";"MUR89";10,2;16,2;2023-05-18;15;2;2023-05-03
"chick406";"chick406";"MUR91";10;16,6;2023-05-07;15;1;2023-04-22
"chick407";"chick407";"MUR91";10,3;16,7;2023-05-07;15;2;2023-04-22
"chick408";"chick408";"MUR91";10,9;17,1;2023-05-07;15;2;2023-04-22
"chick409";"chick409";"MUR91";9,6;16,9;2023-05-07;16;1;2023-04-22
"chick410";"chick410";"MUR91";10,2;17,1;2023-05-07;14;0;2023-04-22
"chick411";"chick411";"MUR91";9,6;16,2;2023-05-07;15;2;2023-04-22
"chick412";"chick412";"MUR91";9,9;16,8;2023-05-07;14,5;0;2023-04-22
"chick413";"chick413";"MUR91";10,3;16,5;2023-05-07;15,5;2;2023-04-22
"chick414";"chick414";"MUR91";10,4;17,1;2023-05-07;15,5;3;2023-04-22
"chick415";"chick415";"MUR91";10,3;17,1;2023-05-07;15;3;2023-04-22
"chick416";"chick416";"MUR91";9,8;17,1;2023-05-07;15;2;2023-04-22
"chick417";"chick417";"MUR95";10,3;17;2023-05-05;15;2;2023-04-20
"chick418";"chick418";"MUR95";9,8;16,5;2023-05-05;15,5;0;2023-04-20
"chick419";"chick419";"MUR95";10,3;16,5;2023-05-05;15,5;2;2023-04-20
"chick420";"chick420";"MUR95";9,9;16,3;2023-05-05;15;1;2023-04-20
"chick421";"chick421";"MUR95";10,4;16,6;2023-05-05;15;1;2023-04-20
"chick422";"chick422";"MUR95";10,4;16,4;2023-05-05;15,5;1;2023-04-20
"chick423";"chick423";"MUR95";10,3;16,5;2023-05-05;15,5;0;2023-04-20
"chick424";"chick424";"MUR95";10,4;17,1;2023-05-05;15;0;2023-04-20
"chick425";"chick425";"MUR97";10,8;17;2023-05-05;15,5;2;2023-04-20
"chick426";"chick426";"MUR97";10,2;16,5;2023-05-05;15;1;2023-04-20
"chick427";"chick427";"MUR97";11;16,3;2023-05-05;15;0;2023-04-20
"chick428";"chick428";"MUR97";10,4;16,5;2023-05-05;15;2;2023-04-20
"chick429";"chick429";"MUR97";11,5;16,4;2023-05-05;15,5;4;2023-04-20
"chick430";"chick430";"MUR97";9,9;16,5;2023-05-05;15;3;2023-04-20
"chick431";"chick431";"MUR97";10,7;16,6;2023-05-05;15;3;2023-04-20
"chick432";"chick432";"MUR97";11,1;16,7;2023-05-05;15;3;2023-04-20
"chick433";"chick433";"MUR99";9,6;16,6;2023-05-06;15,5;3;2023-04-21
"chick434";"chick434";"MUR99";10;16,8;2023-05-06;15;1;2023-04-21
"chick435";"chick435";"MUR99";10,4;16,1;2023-05-06;15,5;3;2023-04-21
"chick436";"chick436";"MUR99";9,5;16,6;2023-05-06;15,5;3;2023-04-21
"chick437";"chick437";"MUR99";9,1;16;2023-05-06;16;2;2023-04-21
"chick438";"chick438";"MUR99";10,5;17,2;2023-05-06;15,5;3;2023-04-21
"chick439";"chick439";"MUR99";9,9;16,7;2023-05-06;15;3;2023-04-21
"chick440";"chick440";"MUR99";10,4;16,7;2023-05-06;15;2;2023-04-21
"chick441";"chick441";"MUR99";10,4;16,8;2023-05-06;15;1;2023-04-21
"chick442";"chick442";"MUR99";10,3;16,7;2023-05-06;15,5;3;2023-04-21
"chick443";"chick443";"MUR101-2";9,6;16,5;2023-06-04;15,5;2;2023-05-21
"chick444";"chick444";"MUR101-2";10,3;17;2023-06-04;15,5;1;2023-05-21
"chick445";"chick445";"MUR101-2";10,3;16,2;2023-06-04;15;0;2023-05-21
"chick446";"chick446";"MUR101-2";9,5;16;2023-06-04;13,5;0;2023-05-21
"chick447";"chick447";"FEL1";11,6;16,5;2023-05-08;15,5;1;2023-04-23
"chick448";"chick448";"FEL1";10,8;15,8;2023-05-08;15,5;1;2023-04-23
"chick449";"chick449";"FEL1";10,3;16,6;2023-05-08;14;0;2023-04-23
"chick450";"chick450";"FEL1";10,6;16,3;2023-05-08;15,5;0;2023-04-23
"chick451";"chick451";"FEL2";10;16,6;2023-06-10;15;4;2023-05-26
"chick452";"chick452";"FEL2";9,6;17;2023-06-10;15,5;2;2023-05-26
"chick453";"chick453";"FEL2";9,5;16,6;2023-06-10;15,5;0;2023-05-26
"chick454";"chick454";"FEL2";9;16,9;2023-06-10;16;2;2023-05-26
"chick455";"chick455";"FEL2";7,1;15,5;2023-06-10;14;0;2023-05-26
"chick456";"chick456";"FEL2";9,3;16,3;2023-06-10;15;4;2023-05-26
"chick457";"chick457";"FEL3";10,7;16,2;2023-05-13;15;0;2023-04-28
"chick458";"chick458";"FEL3";10,8;15,7;2023-05-13;15,5;0;2023-04-28
"chick459";"chick459";"FEL3";10,7;15,5;2023-05-13;15,5;0;2023-04-28
"chick460";"chick460";"FEL3";10,4;15,9;2023-05-13;15;0;2023-04-28
"chick461";"chick461";"FEL3";11;15,7;2023-05-13;14,5;0;2023-04-28
"chick462";"chick462";"FEL3";10,4;16;2023-05-13;14,5;3;2023-04-28
"chick463";"chick463";"FEL3";10,8;16,2;2023-05-13;14;1;2023-04-28
"chick464";"chick464";"FEL4";11,7;17,2;2023-05-20;15;2;2023-05-06
"chick465";"chick465";"FEL4";10,9;16,7;2023-05-20;14,5;2;2023-05-06
"chick466";"chick466";"FEL4";12;16,3;2023-05-20;15;3;2023-05-06
"chick467";"chick467";"FEL4";10,7;16,4;2023-05-20;15;2;2023-05-06
"chick468";"chick468";"FEL4";11,1;17,1;2023-05-20;14;3;2023-05-06
"chick469";"chick469";"FEL4";11,4;16,6;2023-05-20;15;2;2023-05-06
"chick470";"chick470";"FEL4";10,8;17;2023-05-20;14;4;2023-05-06
"chick471";"chick471";"FEL5";10,7;16,5;2023-05-07;15;3;2023-04-22
"chick472";"chick472";"FEL5";10,3;16,4;2023-05-07;15;1;2023-04-22
"chick473";"chick473";"FEL5";11,3;16,4;2023-05-07;15,5;1;2023-04-22
"chick474";"chick474";"FEL5";10,9;16;2023-05-07;15;0;2023-04-22
"chick475";"chick475";"FEL5";11,3;16,6;2023-05-07;15;1;2023-04-22
"chick476";"chick476";"FEL5";10,3;16,2;2023-05-07;15;0;2023-04-22
"chick477";"chick477";"FEL5";11,5;16,4;2023-05-07;15;0;2023-04-22
"chick478";"chick478";"FEL5";10,2;15,7;2023-05-07;15;0;2023-04-22
"chick479";"chick479";"FEL6";10,5;16,2;2023-05-20;14;2;2023-05-06
"chick480";"chick480";"FEL6";11,2;16,8;2023-05-20;14;1;2023-05-06
"chick481";"chick481";"FEL6";11,3;14,8;2023-05-20;14;3;2023-05-06
"chick482";"chick482";"FEL6";11,4;16;2023-05-20;14;1;2023-05-06
"chick483";"chick483";"FEL6";10,8;16,2;2023-05-20;14;0;2023-05-06
"chick484";"chick484";"FEL7";10,2;16,8;2023-05-09;16;1;2023-04-24
"chick485";"chick485";"FEL7";11;17,1;2023-05-09;16;3;2023-04-24
"chick486";"chick486";"FEL7";10,5;16,9;2023-05-09;15;0;2023-04-24
"chick487";"chick487";"FEL7";10,3;16,8;2023-05-09;15,5;2;2023-04-24
"chick488";"chick488";"FEL7";10,4;16,9;2023-05-09;15;3;2023-04-24
"chick489";"chick489";"FEL7";10,8;16,7;2023-05-09;15,5;3;2023-04-24
"chick490";"chick490";"FEL7";10,6;16,1;2023-05-09;16;2;2023-04-24
"chick491";"chick491";"FEL7";10,4;16,6;2023-05-09;15,5;2;2023-04-24
"chick492";"chick492";"FEL8";11,1;17;2023-05-07;15;0;2023-04-22
"chick493";"chick493";"FEL8";10,8;15,9;2023-05-07;15;3;2023-04-22
"chick494";"chick494";"FEL8";10,5;16,5;2023-05-07;15,5;2;2023-04-22
"chick495";"chick495";"FEL8";9,7;16,5;2023-05-07;15,5;0;2023-04-22
"chick496";"chick496";"FEL8";9,7;15,9;2023-05-07;15;2;2023-04-22
"chick497";"chick497";"FEL8";10,4;16,4;2023-05-07;15;3;2023-04-22
"chick498";"chick498";"FEL8";9,7;16,4;2023-05-07;15,5;0;2023-04-22
"chick499";"chick499";"FEL8";10,6;17;2023-05-07;15;2;2023-04-22
"chick500";"chick500";"FEL8";10,1;17,8;2023-05-07;15,5;3;2023-04-22
"chick501";"chick501";"FEL9";10,4;15,8;2023-05-08;15,5;4;2023-04-23
"chick502";"chick502";"FEL9";10,9;16,3;2023-05-08;15;3;2023-04-23
"chick503";"chick503";"FEL9";10,3;16,8;2023-05-08;15;1;2023-04-23
"chick504";"chick504";"FEL9";10,4;16,6;2023-05-08;15;0;2023-04-23
"chick505";"chick505";"FEL9";11,1;16,5;2023-05-08;15;3;2023-04-23
"chick506";"chick506";"FEL9";10,2;16,1;2023-05-08;15;3;2023-04-23
"chick507";"chick507";"FEL9";10,9;16,2;2023-05-08;15;2;2023-04-23
"chick508";"chick508";"FEL9";10,6;16,2;2023-05-08;15,5;3;2023-04-23
"chick509";"chick509";"FEL9";10,1;16,2;2023-05-08;15;4;2023-04-23
"chick510";"chick510";"FEL10";10,7;16,1;2023-05-23;15,5;1;2023-05-08
"chick511";"chick511";"FEL10";10,6;16,1;2023-05-23;15,5;0;2023-05-08
"chick512";"chick512";"FEL10";10,3;16,1;2023-05-23;15;0;2023-05-08
"chick513";"chick513";"FEL11";10,6;16,5;2023-05-11;15,5;3;2023-04-26
"chick514";"chick514";"FEL11";10,4;16,6;2023-05-11;14,5;1;2023-04-26
"chick515";"chick515";"FEL11";10,1;16;2023-05-11;15;2;2023-04-26
"chick516";"chick516";"FEL11";10,2;16;2023-05-11;15,5;1;2023-04-26
"chick517";"chick517";"FEL11";10;16,2;2023-05-11;15;1;2023-04-26
"chick518";"chick518";"FEL11";10,2;16;2023-05-11;15,5;1;2023-04-26
"chick519";"chick519";"FEL11";10,7;17;2023-05-11;15;0;2023-04-26
"chick520";"chick520";"FEL11";9,8;16,2;2023-05-11;15,5;1;2023-04-26
"chick521";"chick521";"FEL11";10,6;17,1;2023-05-11;15,5;2;2023-04-26
"chick522";"chick522";"FEL11";10,6;16,7;2023-05-11;14,5;1;2023-04-26
"chick523";"chick523";"FEL11";10,7;16,5;2023-05-11;15,5;2;2023-04-26
"chick524";"chick524";"FEL11";10,8;16,7;2023-05-11;15,5;1;2023-04-26
"chick525";"chick525";"FEL12";11,2;16,7;2023-05-13;15,5;0;2023-04-28
"chick526";"chick526";"FEL12";11,1;16,1;2023-05-13;14;2;2023-04-28
"chick527";"chick527";"FEL12";11,5;16,7;2023-05-13;15,5;3;2023-04-28
"chick528";"chick528";"FEL12";11,1;17;2023-05-13;16;3;2023-04-28
"chick529";"chick529";"FEL12";10,7;15,7;2023-05-13;15;3;2023-04-28
"chick530";"chick530";"FEL12";NA;16,3;2023-05-13;15,5;2;2023-04-28
"chick531";"chick531";"FEL13-1";10;16,1;2023-05-08;16;4;2023-04-23
"chick532";"chick532";"FEL13-1";10;16,2;2023-05-08;16;3;2023-04-23
"chick533";"chick533";"FEL14";11,6;17,4;2023-05-10;15,5;0;2023-04-25
"chick534";"chick534";"FEL14";11;16,5;2023-05-10;15,5;2;2023-04-25
"chick535";"chick535";"FEL14";10,6;16,5;2023-05-10;15;3;2023-04-25
"chick536";"chick536";"FEL14";10,3;16,3;2023-05-10;15;2;2023-04-25
"chick537";"chick537";"FEL14";10,8;16,6;2023-05-10;15,5;2;2023-04-25
"chick538";"chick538";"FEL14";10,8;16,9;2023-05-10;15,5;1;2023-04-25
"chick539";"chick539";"FEL14";10,8;16,1;2023-05-10;15,5;2;2023-04-25
"chick540";"chick540";"FEL14";10,4;17;2023-05-10;15,5;1;2023-04-25
"chick541";"chick541";"FEL15";9,8;16,3;2023-05-12;15;3;2023-04-27
"chick542";"chick542";"FEL15";9,7;16,3;2023-05-12;15,5;1;2023-04-27
"chick543";"chick543";"FEL15";9,6;16,1;2023-05-12;15,5;1;2023-04-27
"chick544";"chick544";"FEL15";10;16,3;2023-05-12;15;4;2023-04-27
"chick545";"chick545";"FEL16";10,9;15,8;2023-05-20;15;0;2023-05-05
"chick546";"chick546";"FEL16";10,5;15,8;2023-05-20;15,5;2;2023-05-05
"chick547";"chick547";"FEL16";10,8;16,4;2023-05-20;15,5;0;2023-05-05
"chick548";"chick548";"FEL16";11,4;15,9;2023-05-20;15;2;2023-05-05
"chick549";"chick549";"FEL16";10,3;15,9;2023-05-20;15,5;1;2023-05-05
"chick550";"chick550";"FEL16";10,6;16,2;2023-05-20;15,5;3;2023-05-05
"chick551";"chick551";"FEL16";10,4;15,4;2023-05-20;15;0;2023-05-05
"chick552";"chick552";"FEL17";10,1;17,5;2023-05-27;14;3;2023-05-12
"chick553";"chick553";"FEL17";10,8;16,7;2023-05-27;14,5;3;2023-05-12
"chick554";"chick554";"FEL17";9,3;15,4;2023-05-27;14;5;2023-05-12
"chick555";"chick555";"FEL17";10;16,8;2023-05-27;15;0;2023-05-12
"chick556";"chick556";"FEL17";9,5;16,1;2023-05-27;14;3;2023-05-12
"chick557";"chick557";"FEL17";9,9;16,3;2023-05-27;15;2;2023-05-12
"chick558";"chick558";"FEL17";9,7;16,3;2023-05-27;14,5;2;2023-05-12
"chick559";"chick559";"FEL19";10,4;16,6;2023-06-14;15,5;3;2023-05-30
"chick560";"chick560";"FEL19";10,1;16,7;2023-06-14;15,5;2;2023-05-30
"chick561";"chick561";"FEL19";9,8;16,6;2023-06-14;15;2;2023-05-30
"chick562";"chick562";"FEL19";10,2;16,8;2023-06-14;15,5;2;2023-05-30
"chick563";"chick563";"FEL19";10;16,2;2023-06-14;15;3;2023-05-30
"chick564";"chick564";"FEL20-1";10,9;15,9;2023-05-04;15;3;2023-04-19
"chick565";"chick565";"FEL20-1";11;16,1;2023-05-04;15;2;2023-04-19
"chick566";"chick566";"FEL20-1";10,4;16,4;2023-05-04;15;1;2023-04-19
"chick567";"chick567";"FEL20-1";11,1;16,1;2023-05-04;15;3;2023-04-19
"chick568";"chick568";"FEL20-1";11,7;16,6;2023-05-04;15;4;2023-04-19
"chick569";"chick569";"FEL20-1";11,2;16,5;2023-05-04;15;3;2023-04-19
"chick570";"chick570";"FEL20-1";10,5;16;2023-05-04;15;3;2023-04-19
"chick571";"chick571";"FEL20-1";11,2;15,3;2023-05-04;15;2;2023-04-19
"chick572";"chick572";"FEL20-1";10,7;15,8;2023-05-04;15,5;5;2023-04-19
"chick573";"chick573";"FEL20-2";10,1;16,8;2023-06-14;14,5;2;2023-05-31
"chick574";"chick574";"FEL20-2";NA;NA;2023-06-14;NA;0;2023-05-31
"chick575";"chick575";"FEL20-2";8,7;NA;2023-06-14;12;2;2023-05-31
"chick576";"chick576";"ARI2";10,3;16,7;2023-05-12;16;1;2023-04-27
"chick577";"chick577";"ARI2";10,2;16,6;2023-05-12;16;3;2023-04-27
"chick578";"chick578";"ARI4";10,9;16;2023-05-14;14,5;2;2023-04-29
"chick579";"chick579";"ARI14";10,2;15,4;2023-05-08;15;1;2023-04-23
"chick580";"chick580";"ARI14";10,7;15,6;2023-05-08;15;1;2023-04-23
"chick581";"chick581";"ARI14";11;16,1;2023-05-08;15;3;2023-04-23
"chick582";"chick582";"ARI14";10,3;15,5;2023-05-08;15;0;2023-04-23
"chick583";"chick583";"ARI14";11,4;15,9;2023-05-08;15;0;2023-04-23
"chick584";"chick584";"ARI14";11,8;16,1;2023-05-08;15;1;2023-04-23
"chick585";"chick585";"ARI16";9,4;15;2023-05-14;14;0;2023-04-29
"chick586";"chick586";"ARI16";8,8;15,9;2023-05-14;15;2;2023-04-29
"chick587";"chick587";"ARI16";9,6;15,8;2023-05-14;15;2;2023-04-29
"chick588";"chick588";"ARI16";9,2;15,9;2023-05-14;15;0;2023-04-29
"chick589";"chick589";"ARI16";9;15,9;2023-05-14;15;0;2023-04-29
"chick590";"chick590";"ARI18";11,1;15,8;2023-05-20;15,5;0;2023-05-05
"chick591";"chick591";"ARI18";10,6;16;2023-05-20;15,5;0;2023-05-05
"chick592";"chick592";"ARI18";11;16,7;2023-05-20;16;0;2023-05-05
"chick593";"chick593";"ARI18";11,2;17;2023-05-20;15;1;2023-05-05
