"";"id";"clutch";"nichoir";"station";"pop";"date";"stade";"obs";"ACH";"PUL";"MEN";"LAV";"IMM"
"FEL9_NC_2023-04-11";"FEL9_NC";"FEL9";"FEL9";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL9_NC_2023-04-18";"FEL9_NC";"FEL9";"FEL9";"FEL";"DMuro";2023-04-18;"couvaison";"HD";0,5;0;1;0;0
"FEL9_NE_2023-04-25";"FEL9_NE";"FEL9";"FEL9";"FEL";"DMuro";2023-04-25;"elevage";"HD";1;0;0;0;0
"FEL9_NE_2023-05-08";"FEL9_NE";"FEL9";"FEL9";"FEL";"DMuro";2023-05-08;"elevage";"ABF";1;0;0;1;0
"FEL10_NC_2023-05-02";"FEL10_NC";"FEL10";"FEL10";"FEL";"DMuro";2023-05-02;"couvaison";"HD";0;0;2;0;0
"FEL10_NE_2023-05-23";"FEL10_NE";"FEL10";"FEL10";"FEL";"DMuro";2023-05-23;"elevage";"HD";1;0;1;1;0
"FEL11_NC_2023-04-18";"FEL11_NC";"FEL11";"FEL11";"FEL";"DMuro";2023-04-18;"couvaison";"HD";1;0;1;0;0
"FEL11_NC_2023-04-25";"FEL11_NC";"FEL11";"FEL11";"FEL";"DMuro";2023-04-25;"couvaison";"HD";0;1;0;1;0
"FEL11_NE_2023-05-02";"FEL11_NE";"FEL11";"FEL11";"FEL";"DMuro";2023-05-02;"elevage";"HD";0;0;1;0;0
"FEL11_NE_2023-05-11";"FEL11_NE";"FEL11";"FEL11";"FEL";"DMuro";2023-05-11;"elevage";"VR";0;0;0;0;0
"FEL12_NC_2023-04-11";"FEL12_NC";"FEL12";"FEL12";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL12_NC_2023-04-18";"FEL12_NC";"FEL12";"FEL12";"FEL";"DMuro";2023-04-18;"couvaison";"VR";0;1;1;0;0
"FEL12_NC_2023-04-25";"FEL12_NC";"FEL12";"FEL12";"FEL";"DMuro";2023-04-25;"couvaison";"HD";0;3;0;0;0
"FEL12_NE_2023-05-02";"FEL12_NE";"FEL12";"FEL12";"FEL";"DMuro";2023-05-02;"elevage";"HD";0;2;0;0;0
"FEL12_NE_2023-05-13";"FEL12_NE";"FEL12";"FEL12";"FEL";"DMuro";2023-05-13;"elevage";"ABF";0;3;0;0;0
"FEL13-1_NC_2023-04-11";"FEL13-1_NC";"FEL13-1";"FEL13";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL13-1_NC_2023-04-18";"FEL13-1_NC";"FEL13-1";"FEL13";"FEL";"DMuro";2023-04-18;"couvaison";"HD";1;0;0;1;0
"FEL13-1_NE_2023-04-25";"FEL13-1_NE";"FEL13-1";"FEL13";"FEL";"DMuro";2023-04-25;"elevage";"HD";1;0;0;2;0
"FEL13-1_NE_2023-05-02";"FEL13-1_NE";"FEL13-1";"FEL13";"FEL";"DMuro";2023-05-02;"elevage";"VR";1;0;0;2;1
"FEL13-1_NE_2023-05-08";"FEL13-1_NE";"FEL13-1";"FEL13";"FEL";"DMuro";2023-05-08;"elevage";"HD";2;0;0;2;0
"FEL13-2_NC_2023-05-23";"FEL13-2_NC";"FEL13-2";"FEL13";"FEL";"DMuro";2023-05-23;"couvaison";"VR";0,5;0;0,5;0;0
"FEL13-2_NC_2023-06-03";"FEL13-2_NC";"FEL13-2";"FEL13";"FEL";"DMuro";2023-06-03;"couvaison";"VR";0,5;0;0;0,5;0
"FEL13-2_NC_2023-06-14";"FEL13-2_NC";"FEL13-2";"FEL13";"FEL";"DMuro";2023-06-14;"couvaison";"MC";0;0,5;0;2;0
"FEL14_NC_2023-04-11";"FEL14_NC";"FEL14";"FEL14";"FEL";"DMuro";2023-04-11;"couvaison";"CD";0;0;0;0;0
"FEL14_NC_2023-04-18";"FEL14_NC";"FEL14";"FEL14";"FEL";"DMuro";2023-04-18;"couvaison";"VR";1;0;2;0;0
"FEL14_NE_2023-05-10";"FEL14_NE";"FEL14";"FEL14";"FEL";"DMuro";2023-05-10;"elevage";"VR";0,5;0;0;0;0
"FEL15_NC_2023-04-18";"FEL15_NC";"FEL15";"FEL15";"FEL";"DMuro";2023-04-18;"couvaison";"HD";1;0;0,5;0;0
"FEL15_NC_2023-04-25";"FEL15_NC";"FEL15";"FEL15";"FEL";"DMuro";2023-04-25;"couvaison";"HD";1;0;0;0;0
"FEL15_NE_2023-05-02";"FEL15_NE";"FEL15";"FEL15";"FEL";"DMuro";2023-05-02;"elevage";"VR";0;0;0;0,5;0,5
"FEL15_NE_2023-05-12";"FEL15_NE";"FEL15";"FEL15";"FEL";"DMuro";2023-05-12;"elevage";"GG";1;0;0;0;0
"FEL16_NC_2023-04-25";"FEL16_NC";"FEL16";"FEL16";"FEL";"DMuro";2023-04-25;"couvaison";"HD";0,5;0;0;0;0
"FEL16_NC_2023-05-02";"FEL16_NC";"FEL16";"FEL16";"FEL";"DMuro";2023-05-02;"couvaison";"VR";1;0;0;0;1
"FEL16_NE_2023-05-09";"FEL16_NE";"FEL16";"FEL16";"FEL";"DMuro";2023-05-09;"elevage";"VR";0,5;0;0;0;0
"FEL16_NE_2023-05-20";"FEL16_NE";"FEL16";"FEL16";"FEL";"DMuro";2023-05-20;"elevage";"HD";0;0;0;0;0
"FEL17_NC_2023-05-02";"FEL17_NC";"FEL17";"FEL17";"FEL";"DMuro";2023-05-02;"couvaison";"HD";0,5;0;1;1;0
"FEL17_NC_2023-05-09";"FEL17_NC";"FEL17";"FEL17";"FEL";"DMuro";2023-05-09;"couvaison";"VR";0;0;0;0,5;0
"FEL17_NE_2023-05-16";"FEL17_NE";"FEL17";"FEL17";"FEL";"DMuro";2023-05-16;"elevage";"VR";0;0;0;0;0
"FEL17_NE_2023-05-27";"FEL17_NE";"FEL17";"FEL17";"FEL";"DMuro";2023-05-27;"elevage";"ABF";0;0;0;0;0
"FEL19_NC_2023-05-16";"FEL19_NC";"FEL19";"FEL19";"FEL";"DMuro";2023-05-16;"couvaison";"VR";1;0;0;0;0
"FEL19_NC_2023-05-23";"FEL19_NC";"FEL19";"FEL19";"FEL";"DMuro";2023-05-23;"couvaison";"VR";1;0;0;0;0
"FEL19_NC_2023-05-25";"FEL19_NC";"FEL19";"FEL19";"FEL";"DMuro";2023-05-25;"couvaison";"VR";1;0;0;0;0
"FEL19_NE_2023-06-02";"FEL19_NE";"FEL19";"FEL19";"FEL";"DMuro";2023-06-02;"elevage";"VR";0;0;0;0;0
"FEL19_NE_2023-06-14";"FEL19_NE";"FEL19";"FEL19";"FEL";"DMuro";2023-06-14;"elevage";"VR";0,5;0;0;0;0
"FEL20-1_NC_2023-04-11";"FEL20-1_NC";"FEL20-1";"FEL20";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL20-1_NC_2023-04-18";"FEL20-1_NC";"FEL20-1";"FEL20";"FEL";"DMuro";2023-04-18;"couvaison";"HD";0;0;0;0;0
"FEL20-1_NE_2023-05-04";"FEL20-1_NE";"FEL20-1";"FEL20";"FEL";"DMuro";2023-05-04;"elevage";"HD";0;0;0;1;0
"FEL20-2_NC_2023-05-23";"FEL20-2_NC";"FEL20-2";"FEL20";"FEL";"DMuro";2023-05-23;"couvaison";"VR";0;0;0;0;0
"FEL20-2_NC_2023-05-25";"FEL20-2_NC";"FEL20-2";"FEL20";"FEL";"DMuro";2023-05-25;"couvaison";"VR";0;0;0;0;0
"FEL20-2_NE_2023-06-03";"FEL20-2_NE";"FEL20-2";"FEL20";"FEL";"DMuro";2023-06-03;"elevage";"VR";0;0;0;0;0
"FIL1_NC_2023-04-18";"FIL1_NC";"FIL1";"FIL1";"FIL";"EMuro";2023-04-18;"couvaison";"ABF";0;0;0,5;0;0
"FIL1_NE_2023-05-09";"FIL1_NE";"FIL1";"FIL1";"FIL";"EMuro";2023-05-09;"elevage";"ABF";0;0;2;0;0
"FIL2_NC_2023-04-25";"FIL2_NC";"FIL2";"FIL2";"FIL";"EMuro";2023-04-25;"couvaison";"HD";0;0;2;0;0
"FIL2_NC_2023-05-02";"FIL2_NC";"FIL2";"FIL2";"FIL";"EMuro";2023-05-02;"couvaison";"ABF";0;0;0;0;0
"FIL2_NE_2023-05-20";"FIL2_NE";"FIL2";"FIL2";"FIL";"EMuro";2023-05-20;"elevage";"VR";0;0;0;0;0
"FIL3_NC_2023-04-18";"FIL3_NC";"FIL3";"FIL3";"FIL";"EMuro";2023-04-18;"couvaison";"HD";0;0;0;0;0
"FIL3_NC_2023-04-25";"FIL3_NC";"FIL3";"FIL3";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";0;0;0,5;0;0
"FIL3_NE_2023-05-02";"FIL3_NE";"FIL3";"FIL3";"FIL";"EMuro";2023-05-02;"elevage";"ABF";0;0;0;0;0
"FIL3_NE_2023-05-13";"FIL3_NE";"FIL3";"FIL3";"FIL";"EMuro";2023-05-13;"elevage";"VR";0;0;0;0;0
"FIL4-1_NC_2023-04-18";"FIL4-1_NC";"FIL4-1";"FIL4";"FIL";"EMuro";2023-04-18;"couvaison";"ABF";0;0;0,5;0;0
"FIL4-1_NC_2023-04-25";"FIL4-1_NC";"FIL4-1";"FIL4";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";0;0;0;0;0
"FIL4-2_NC_2023-05-14";"FIL4-2_NC";"FIL4-2";"FIL4";"FIL";"EMuro";2023-05-14;"couvaison";"ABF";0;0;0;0;0
"FIL4-2_NC_2023-05-23";"FIL4-2_NC";"FIL4-2";"FIL4";"FIL";"EMuro";2023-05-23;"couvaison";"GG";0;0;0;0;0
"FIL4-2_NE_2023-06-10";"FIL4-2_NE";"FIL4-2";"FIL4";"FIL";"EMuro";2023-06-10;"elevage";"HD";0;1;0;0;0
"FIL5_NC_2023-04-25";"FIL5_NC";"FIL5";"FIL5";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";0;0;0;0;0,5
"FIL5_NC_2023-05-02";"FIL5_NC";"FIL5";"FIL5";"FIL";"EMuro";2023-05-02;"couvaison";"ABF";0;3;0;0;0
"FIL5_NE_2023-05-19";"FIL5_NE";"FIL5";"FIL5";"FIL";"EMuro";2023-05-19;"elevage";"GG";0;1;0;0;0
"FIL6-1_NC_2023-04-18";"FIL6-1_NC";"FIL6-1";"FIL6";"FIL";"EMuro";2023-04-18;"couvaison";"HD";0;0;0,5;0;0
"FIL6-1_NE_2023-05-09";"FIL6-1_NE";"FIL6-1";"FIL6";"FIL";"EMuro";2023-05-09;"elevage";"ABF";0;0;0;0;0
"FIL6-2_NC_2023-05-23";"FIL6-2_NC";"FIL6-2";"FIL6";"FIL";"EMuro";2023-05-23;"couvaison";"GG";0;0;0;0;0
"FIL6-2_NE_2023-06-14";"FIL6-2_NE";"FIL6-2";"FIL6";"FIL";"EMuro";2023-06-14;"elevage";"MC";0;0;0;0;0
"FIL6-2_NE_2023-06-10";"FIL6-2_NE";"FIL6-2";"FIL6";"FIL";"EMuro";2023-06-10;"elevage";"HD";0;1;0;0;0
"FIL7_NC_2023-04-18";"FIL7_NC";"FIL7";"FIL7";"FIL";"EMuro";2023-04-18;"couvaison";"HD";0;0;1;0;0,5
"FIL7_NE_2023-05-10";"FIL7_NE";"FIL7";"FIL7";"FIL";"EMuro";2023-05-10;"elevage";"ABF";0;0;0;0;0
"FIL8_NC_2023-04-25";"FIL8_NC";"FIL8";"FIL8";"FIL";"EMuro";2023-04-25;"couvaison";"HD";1;0;0;0;0
"FIL8_NC_2023-05-02";"FIL8_NC";"FIL8";"FIL8";"FIL";"EMuro";2023-05-02;"couvaison";"ABF";0;0;0;0;0
"FIL8_NE_2023-05-20";"FIL8_NE";"FIL8";"FIL8";"FIL";"EMuro";2023-05-20;"elevage";"ABF";0,5;0;0;0;0
"FIL9_NC_2023-04-25";"FIL9_NC";"FIL9";"FIL9";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";0;0;0;0;0
"FIL9_NC_2023-05-02";"FIL9_NC";"FIL9";"FIL9";"FIL";"EMuro";2023-05-02;"couvaison";"ABF";0;0;0;0;0,5
"FIL9_NE_2023-05-23";"FIL9_NE";"FIL9";"FIL9";"FIL";"EMuro";2023-05-23;"elevage";"GG";0;0;0;0;0,5
"FIL10_NC_2023-05-14";"FIL10_NC";"FIL10";"FIL10";"FIL";"EMuro";2023-05-14;"couvaison";"HD";0;1;0;0;0
"FIL10_NE_2023-05-23";"FIL10_NE";"FIL10";"FIL10";"FIL";"EMuro";2023-05-23;"elevage";"ABF";0;0;0;0;0
"FIL10_NE_2023-05-31";"FIL10_NE";"FIL10";"FIL10";"FIL";"EMuro";2023-05-31;"elevage";"HD";0;1;0;0;0
"FIL11_NC_2023-04-25";"FIL11_NC";"FIL11";"FIL11";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";0;0;2;0;3
"FIL11_NE_2023-05-16";"FIL11_NE";"FIL11";"FIL11";"FIL";"EMuro";2023-05-16;"elevage";"ABF";0;0;0;0;0
"FIL12_NC_2023-04-25";"FIL12_NC";"FIL12";"FIL12";"FIL";"EMuro";2023-04-25;"couvaison";"HD";1;0;1;0;1
"FIL12_NE_2023-05-16";"FIL12_NE";"FIL12";"FIL12";"FIL";"EMuro";2023-05-16;"elevage";"GG";0;0;2;0;0
"FIL13_NC_2023-04-18";"FIL13_NC";"FIL13";"FIL13";"FIL";"EMuro";2023-04-18;"couvaison";"ABF";0;0;1;0;0
"FIL13_NC_2023-04-25";"FIL13_NC";"FIL13";"FIL13";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";0;0;1;0;0
"FIL13_NE_2023-05-02";"FIL13_NE";"FIL13";"FIL13";"FIL";"EMuro";2023-05-02;"elevage";"ABF";0;0;0,5;0;0
"FIL13_NE_2023-05-11";"FIL13_NE";"FIL13";"FIL13";"FIL";"EMuro";2023-05-11;"elevage";"GG";0;0;0,5;0;0
"FIL14_NC_2023-04-25";"FIL14_NC";"FIL14";"FIL14";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";0;0;0;0;0
"FIL14_NC_2023-05-02";"FIL14_NC";"FIL14";"FIL14";"FIL";"EMuro";2023-05-02;"couvaison";"ABF";0;0;2;0;0
"FIL14_NE_2023-05-19";"FIL14_NE";"FIL14";"FIL14";"FIL";"EMuro";2023-05-19;"elevage";"GG";0;0;1;0;0
"FIL15_NC_2023-04-18";"FIL15_NC";"FIL15";"FIL15";"FIL";"EMuro";2023-04-18;"couvaison";"HD";0;0;1;0;0
"FIL15_NC_2023-04-25";"FIL15_NC";"FIL15";"FIL15";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";0;0;0;0;0
"FIL15_NE_2023-05-02";"FIL15_NE";"FIL15";"FIL15";"FIL";"EMuro";2023-05-02;"elevage";"ABF";2;0;0;0;0
"FIL15_NE_2023-05-11";"FIL15_NE";"FIL15";"FIL15";"FIL";"EMuro";2023-05-11;"elevage";"GG";0;0;0;0;0
"FIL16_NC_2023-05-02";"FIL16_NC";"FIL16";"FIL16";"FIL";"EMuro";2023-05-02;"couvaison";"ABF";2;0;0;0;0
"FIL16_NE_2023-05-16";"FIL16_NE";"FIL16";"FIL16";"FIL";"EMuro";2023-05-16;"elevage";"VR";1;0;1;0;0
"FIL16_NE_2023-05-25";"FIL16_NE";"FIL16";"FIL16";"FIL";"EMuro";2023-05-25;"elevage";"GG";0,5;0;0;0;0
"FIL19_NC_2023-04-25";"FIL19_NC";"FIL19";"FIL19";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";0;0;0;0;2
"FIL19_NC_2023-05-02";"FIL19_NC";"FIL19";"FIL19";"FIL";"EMuro";2023-05-02;"couvaison";"ABF";1;0;0;0;0
"FIL19_NE_2023-05-16";"FIL19_NE";"FIL19";"FIL19";"FIL";"EMuro";2023-05-16;"elevage";"VR";1;0,5;1;0;1
"FIL19_NE_2023-05-23";"FIL19_NE";"FIL19";"FIL19";"FIL";"EMuro";2023-05-23;"elevage";"GG";1;0;0,5;0;1
"FIL21_NC_2023-04-18";"FIL21_NC";"FIL21";"FIL21";"FIL";"EMuro";2023-04-18;"couvaison";"ABF";1;0;1;0;1
"FIL21_NC_2023-04-25";"FIL21_NC";"FIL21";"FIL21";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";1;0;0;0;1
"FIL21_NE_2023-05-02";"FIL21_NE";"FIL21";"FIL21";"FIL";"EMuro";2023-05-02;"elevage";"ABF";0;0;0,5;0;0
"FIL21_NE_2023-05-11";"FIL21_NE";"FIL21";"FIL21";"FIL";"EMuro";2023-05-11;"elevage";"GG";1;0;1;0;0,5
"FIL23_NC_2023-05-02";"FIL23_NC";"FIL23";"FIL23";"FIL";"EMuro";2023-05-02;"couvaison";"ABF";0;0;0;0;0
"FIL23_NE_2023-05-14";"FIL23_NE";"FIL23";"FIL23";"FIL";"EMuro";2023-05-14;"elevage";"ABF";0;0;0;0;0
"FIL23_NE_2023-05-16";"FIL23_NE";"FIL23";"FIL23";"FIL";"EMuro";2023-05-16;"elevage";"VR";0;0;0;0;0
"FIL23_NE_2023-05-25";"FIL23_NE";"FIL23";"FIL23";"FIL";"EMuro";2023-05-25;"elevage";"HD";0;0;0;0;0
"FIL24_NC_2023-04-18";"FIL24_NC";"FIL24";"FIL24";"FIL";"EMuro";2023-04-18;"couvaison";"HD";0;0;0,5;0;0
"FIL24_NC_2023-04-25";"FIL24_NC";"FIL24";"FIL24";"FIL";"EMuro";2023-04-25;"couvaison";"ABF";1;0;1;0;0
"FIL24_NE_2023-05-02";"FIL24_NE";"FIL24";"FIL24";"FIL";"EMuro";2023-05-02;"elevage";"HD";0;0;0;0;0
"FIL24_NE_2023-05-14";"FIL24_NE";"FIL24";"FIL24";"FIL";"EMuro";2023-05-14;"elevage";"VR";0;0;0;1;0
"FIL25_NC_2023-04-18";"FIL25_NC";"FIL25";"FIL25";"FIL";"EMuro";2023-04-18;"couvaison";"HD";0;0;1;0;0
"FIL25_NC_2023-04-25";"FIL25_NC";"FIL25";"FIL25";"FIL";"EMuro";2023-04-25;"couvaison";"HD";0;0;0;0;0
"FIL25_NE_2023-05-02";"FIL25_NE";"FIL25";"FIL25";"FIL";"EMuro";2023-05-02;"elevage";"HD";0;0;1;0;0
"FIL25_NE_2023-05-14";"FIL25_NE";"FIL25";"FIL25";"FIL";"EMuro";2023-05-14;"elevage";"VR";0;0;1;0;0
"FIL19bis_NC_2023-04-25";"FIL19bis_NC";"FIL19bis";"FIL19bis";"FIL";"EMuro";2023-04-25;"couvaison";"HD";0;0;0;0;1
"FIL19bis_NC_2023-05-02";"FIL19bis_NC";"FIL19bis";"FIL19bis";"FIL";"EMuro";2023-05-02;"couvaison";"ABF";0;0;1;0;2
"FIL19bis_NE_2023-05-19";"FIL19bis_NE";"FIL19bis";"FIL19bis";"FIL";"EMuro";2023-05-19;"elevage";"GG";0;0;0;0;1
"GRA1_NC_2023-04-18";"GRA1_NC";"GRA1";"GRA1";"GRA";"EMuro";2023-04-18;"couvaison";"CD";0;0;0,5;0;0
"GRA1_NC_2023-04-25";"GRA1_NC";"GRA1";"GRA1";"GRA";"EMuro";2023-04-25;"couvaison";"ABF";0;0;1;0;0
"GRA1_NE_2023-05-02";"GRA1_NE";"GRA1";"GRA1";"GRA";"EMuro";2023-05-02;"elevage";"ABF";0;0;1;0;0
"GRA1_NE_2023-05-10";"GRA1_NE";"GRA1";"GRA1";"GRA";"EMuro";2023-05-10;"elevage";"ABF";0;0;0;0;0
"GRA3_NC_2023-04-18";"GRA3_NC";"GRA3";"GRA3";"GRA";"EMuro";2023-04-18;"couvaison";"HD";1;0;0;0;0
"GRA3_NC_2023-04-25";"GRA3_NC";"GRA3";"GRA3";"GRA";"EMuro";2023-04-25;"couvaison";"HD";1;0;0;0;0
"GRA3_NE_2023-05-02";"GRA3_NE";"GRA3";"GRA3";"GRA";"EMuro";2023-05-02;"elevage";"VR";1;0;0;0;0
"GRA3_NE_2023-05-11";"GRA3_NE";"GRA3";"GRA3";"GRA";"EMuro";2023-05-11;"elevage";"HD";0;0;0;0;0
"GRA5_NC_2023-05-14";"GRA5_NC";"GRA5";"GRA5";"GRA";"EMuro";2023-05-14;"couvaison";"VR";0;0;0;0;0
"GRA5_NC_2023-05-16";"GRA5_NC";"GRA5";"GRA5";"GRA";"EMuro";2023-05-16;"couvaison";"MC";0;0;0;0;0
"GRA5_NC_2023-05-23";"GRA5_NC";"GRA5";"GRA5";"GRA";"EMuro";2023-05-23;"couvaison";"ABF";0;0;0;0;1
"GRA6_NC_2023-04-25";"GRA6_NC";"GRA6";"GRA6";"GRA";"EMuro";2023-04-25;"couvaison";"HD";0;0;0;0;0
"GRA6_NC_2023-05-02";"GRA6_NC";"GRA6";"GRA6";"GRA";"EMuro";2023-05-02;"couvaison";"VR";1;0;0;0;0
"GRA6_NE_2023-05-09";"GRA6_NE";"GRA6";"GRA6";"GRA";"EMuro";2023-05-09;"elevage";"VR";1;0;0;0;0
"GRA7_NC_2023-04-25";"GRA7_NC";"GRA7";"GRA7";"GRA";"EMuro";2023-04-25;"couvaison";"ABF";0;0;0;0;0
"GRA7_NC_2023-05-02";"GRA7_NC";"GRA7";"GRA7";"GRA";"EMuro";2023-05-02;"couvaison";"HD";0;0;0;0;0
"GRA7_NE_2023-05-09";"GRA7_NE";"GRA7";"GRA7";"GRA";"EMuro";2023-05-09;"elevage";"VR";0;0;0;0;0,5
"GRA7_NE_2023-05-20";"GRA7_NE";"GRA7";"GRA7";"GRA";"EMuro";2023-05-20;"elevage";"ABF";0;0;0;0;0
"GRA8_NC_2023-04-25";"GRA8_NC";"GRA8";"GRA8";"GRA";"EMuro";2023-04-25;"couvaison";"ABF";0;0,5;0;0;0,5
"GRA8_NE_2023-05-02";"GRA8_NE";"GRA8";"GRA8";"GRA";"EMuro";2023-05-02;"elevage";"ABF";1;0;0;0;1
"GRA8_NE_2023-05-12";"GRA8_NE";"GRA8";"GRA8";"GRA";"EMuro";2023-05-12;"elevage";"HD";0;2;0;0;0
"GRA9_NC_2023-04-18";"GRA9_NC";"GRA9";"GRA9";"GRA";"EMuro";2023-04-18;"couvaison";"CD";0;0;0;0;0
"GRA9_NC_2023-04-25";"GRA9_NC";"GRA9";"GRA9";"GRA";"EMuro";2023-04-25;"couvaison";"HD";0;0;1;0;0
"GRA9_NE_2023-05-09";"GRA9_NE";"GRA9";"GRA9";"GRA";"EMuro";2023-05-09;"elevage";"ABF";0;0;0;0;2
"GRA9_NE_2023-05-17";"GRA9_NE";"GRA9";"GRA9";"GRA";"EMuro";2023-05-17;"elevage";"ABF";0;0;1;0;1
"GRA11_NC_2023-04-25";"GRA11_NC";"GRA11";"GRA11";"GRA";"EMuro";2023-04-25;"couvaison";"HD";1;0;0;0;0
"GRA11_NC_2023-05-02";"GRA11_NC";"GRA11";"GRA11";"GRA";"EMuro";2023-05-02;"couvaison";"HD";0;0;0;0;1
"GRA11_NE_2023-05-09";"GRA11_NE";"GRA11";"GRA11";"GRA";"EMuro";2023-05-09;"elevage";"ABF";0;0;0;0;0
